Date,Close,Predicted_close
2020-01-06,212.60000610351562,205.12617
2020-01-07,213.05999755859375,205.18176
2020-01-08,215.22000122070312,205.22058
2020-01-09,218.3000030517578,205.2568
2020-01-10,218.05999755859375,205.29478
2020-01-13,221.91000366210938,205.4253
2020-01-14,219.05999755859375,205.47333
2020-01-15,221.14999389648438,205.52298
2020-01-16,221.77000427246094,205.57399
2020-01-17,222.13999938964844,205.62602
2020-01-21,221.44000244140625,205.8404
2020-01-22,221.32000732421875,205.89561
2020-01-23,219.75999450683594,205.95137
2020-01-24,217.94000244140625,206.00752
2020-01-27,214.8699951171875,206.17664
2020-01-28,217.7899932861328,206.23288
2020-01-29,223.22999572753906,206.28894
2020-01-30,209.52999877929688,206.34479
2020-01-31,201.91000366210938,206.4002
2020-02-03,204.19000244140625,206.55997
2020-01-06,212.60000610351562,205.44345
2020-01-07,213.05999755859375,205.55106
2020-01-08,215.22000122070312,205.60713
2020-01-09,218.3000030517578,205.64693
2020-01-10,218.05999755859375,205.68425
2020-01-13,221.91000366210938,205.80984
2020-01-14,219.05999755859375,205.85687
2020-01-15,221.14999389648438,205.90584
2020-01-16,221.77000427246094,205.95645
2020-01-17,222.13999938964844,206.0084
2020-01-21,221.44000244140625,206.22404
2020-01-22,221.32000732421875,206.27954
2020-01-23,219.75999450683594,206.3357
2020-01-24,217.94000244140625,206.3923
2020-01-27,214.8699951171875,206.56352
2020-01-28,217.7899932861328,206.62051
2020-01-29,223.22999572753906,206.67728
2020-01-30,209.52999877929688,206.7338
2020-01-31,201.91000366210938,206.78998
2020-02-03,204.19000244140625,206.95308
2020-02-04,209.8300018310547,207.00444
2020-01-07,213.05999755859375,204.4695
2020-01-08,215.22000122070312,204.5943
2020-01-09,218.3000030517578,204.64873
2020-01-10,218.05999755859375,204.67953
2020-01-13,221.91000366210938,204.76138
2020-01-14,219.05999755859375,204.79352
2020-01-15,221.14999389648438,204.82802
2020-01-16,221.77000427246094,204.86455
2020-01-17,222.13999938964844,204.90265
2020-01-21,221.44000244140625,205.06462
2020-01-22,221.32000732421875,205.10638
2020-01-23,219.75999450683594,205.14914
2020-01-24,217.94000244140625,205.19298
2020-01-27,214.8699951171875,205.32986
2020-01-28,217.7899932861328,205.37694
2020-01-29,223.22999572753906,205.42476
2020-01-30,209.52999877929688,205.47334
2020-01-31,201.91000366210938,205.52269
2020-02-03,204.19000244140625,205.67555
2020-02-04,209.8300018310547,205.72787
2020-02-05,210.11000061035156,205.77966
2020-01-13,221.91000366210938,202.46786
2020-01-14,219.05999755859375,202.53041
2020-01-15,221.14999389648438,202.54749
2020-01-16,221.77000427246094,202.55103
2020-01-17,222.13999938964844,202.55264
2020-01-21,221.44000244140625,202.58585
2020-01-22,221.32000732421875,202.60135
2020-01-23,219.75999450683594,202.61932
2020-01-24,217.94000244140625,202.63937
2020-01-27,214.8699951171875,202.71085
2020-01-28,217.7899932861328,202.73921
2020-01-29,223.22999572753906,202.77055
2020-01-30,209.52999877929688,202.80522
2020-01-31,201.91000366210938,202.8433
2020-02-03,204.19000244140625,202.97673
2020-02-04,209.8300018310547,203.02701
2020-02-05,210.11000061035156,203.08032
2020-02-06,210.85000610351562,203.13686
2020-02-07,212.3300018310547,203.19681
2020-02-10,213.05999755859375,203.39755
2020-01-13,221.91000366210938,202.61926
2020-01-14,219.05999755859375,202.80115
2020-01-15,221.14999389648438,202.8637
2020-01-16,221.77000427246094,202.88168
2020-01-17,222.13999938964844,202.88673
2020-01-21,221.44000244140625,202.91841
2020-01-22,221.32000732421875,202.93427
2020-01-23,219.75999450683594,202.95299
2020-01-24,217.94000244140625,202.97427
2020-01-27,214.8699951171875,203.05089
2020-01-28,217.7899932861328,203.08047
2020-01-29,223.22999572753906,203.11288
2020-01-30,209.52999877929688,203.14839
2020-01-31,201.91000366210938,203.18733
2020-02-03,204.19000244140625,203.32504
2020-02-04,209.8300018310547,203.3771
2020-02-05,210.11000061035156,203.43211
2020-02-06,210.85000610351562,203.49025
2020-02-07,212.3300018310547,203.55167
2020-02-10,213.05999755859375,203.7572
2020-02-11,207.19000244140625,203.83238
2020-01-14,219.05999755859375,202.26973
2020-01-15,221.14999389648438,202.47087
2020-01-16,221.77000427246094,202.53976
2020-01-17,222.13999938964844,202.55812
2020-01-21,221.44000244140625,202.56657
2020-01-22,221.32000732421875,202.57442
2020-01-23,219.75999450683594,202.58533
2020-01-24,217.94000244140625,202.59906
2020-01-27,214.8699951171875,202.65512
2020-01-28,217.7899932861328,202.67819
2020-01-29,223.22999572753906,202.70363
2020-01-30,209.52999877929688,202.73216
2020-01-31,201.91000366210938,202.76416
2020-02-03,204.19000244140625,202.88354
2020-02-04,209.8300018310547,202.93156
2020-02-05,210.11000061035156,202.98361
2020-02-06,210.85000610351562,203.03917
2020-02-07,212.3300018310547,203.09836
2020-02-10,213.05999755859375,203.2998
2020-02-11,207.19000244140625,203.37549
2020-02-12,210.75999450683594,203.45488
2020-01-21,221.44000244140625,203.6383
2020-01-22,221.32000732421875,203.72043
2020-01-23,219.75999450683594,203.74849
2020-01-24,217.94000244140625,203.75923
2020-01-27,214.8699951171875,203.79106
2020-01-28,217.7899932861328,203.80914
2020-01-29,223.22999572753906,203.83122
2020-01-30,209.52999877929688,203.85706
2020-01-31,201.91000366210938,203.88652
2020-02-03,204.19000244140625,203.99454
2020-02-04,209.8300018310547,204.03697
2020-02-05,210.11000061035156,204.08391
2020-02-06,210.85000610351562,204.13612
2020-02-07,212.3300018310547,204.19402
2020-02-10,213.05999755859375,204.40071
2020-02-11,207.19000244140625,204.48068
2020-02-12,210.75999450683594,204.56532
2020-02-13,213.13999938964844,204.65477
2020-02-14,214.17999267578125,204.74927
2020-02-18,217.8000030517578,205.18222
2020-01-21,221.44000244140625,203.83752
2020-01-22,221.32000732421875,204.0554
2020-01-23,219.75999450683594,204.13904
2020-01-24,217.94000244140625,204.16888
2020-01-27,214.8699951171875,204.2038
2020-01-28,217.7899932861328,204.2202
2020-01-29,223.22999572753906,204.24092
2020-01-30,209.52999877929688,204.26584
2020-01-31,201.91000366210938,204.29465
2020-02-03,204.19000244140625,204.40294
2020-02-04,209.8300018310547,204.44568
2020-02-05,210.11000061035156,204.49188
2020-02-06,210.85000610351562,204.54272
2020-02-07,212.3300018310547,204.59897
2020-02-10,213.05999755859375,204.80286
2020-02-11,207.19000244140625,204.88234
2020-02-12,210.75999450683594,204.96707
2020-02-13,213.13999938964844,205.05652
2020-02-14,214.17999267578125,205.15088
2020-02-18,217.8000030517578,205.58282
2020-02-19,217.49000549316406,205.70494
2020-01-27,214.8699951171875,207.19308
2020-01-28,217.7899932861328,207.27281
2020-01-29,223.22999572753906,207.3064
2020-01-30,209.52999877929688,207.3258
2020-01-31,201.91000366210938,207.34387
2020-02-03,204.19000244140625,207.4232
2020-02-04,209.8300018310547,207.4594
2020-02-05,210.11000061035156,207.50008
2020-02-06,210.85000610351562,207.54514
2020-02-07,212.3300018310547,207.59445
2020-02-10,213.05999755859375,207.76572
2020-02-11,207.19000244140625,207.83195
2020-02-12,210.75999450683594,207.90425
2020-02-13,213.13999938964844,207.9821
2020-02-14,214.17999267578125,208.06493
2020-02-18,217.8000030517578,208.44876
2020-02-19,217.49000549316406,208.55853
2020-02-20,214.5800018310547,208.67418
2020-02-21,210.17999267578125,208.79614
2020-02-24,200.72000122070312,209.20357
2020-01-28,217.7899932861328,207.91582
2020-01-29,223.22999572753906,208.09781
2020-01-30,209.52999877929688,208.17636
2020-01-31,201.91000366210938,208.21098
2020-02-03,204.19000244140625,208.27478
2020-02-04,209.8300018310547,208.30276
2020-02-05,210.11000061035156,208.33582
2020-02-06,210.85000610351562,208.37378
2020-02-07,212.3300018310547,208.41634
2020-02-10,213.05999755859375,208.57085
2020-02-11,207.19000244140625,208.63066
2020-02-12,210.75999450683594,208.69466
2020-02-13,213.13999938964844,208.76393
2020-02-14,214.17999267578125,208.83832
2020-02-18,217.8000030517578,209.18918
2020-02-19,217.49000549316406,209.29099
2020-02-20,214.5800018310547,209.39912
2020-02-21,210.17999267578125,209.5138
2020-02-24,200.72000122070312,209.89902
2020-02-25,196.77000427246094,210.0426
2020-02-26,197.1999969482422,210.19408
2020-02-03,204.19000244140625,208.76219
2020-02-04,209.8300018310547,208.85832
2020-02-05,210.11000061035156,208.90387
2020-02-06,210.85000610351562,208.93503
2020-02-07,212.3300018310547,208.96529
2020-02-10,213.05999755859375,209.0815
2020-02-11,207.19000244140625,209.12946
2020-02-12,210.75999450683594,209.18135
2020-02-13,213.13999938964844,209.23703
2020-02-14,214.17999267578125,209.29637
2020-02-18,217.8000030517578,209.56056
2020-02-19,217.49000549316406,209.6345
2020-02-20,214.5800018310547,209.71263
2020-02-21,210.17999267578125,209.79504
2020-02-24,200.72000122070312,210.07072
2020-02-25,196.77000427246094,210.17313
2020-02-26,197.1999969482422,210.28114
2020-02-27,189.75,210.39536
2020-02-28,192.47000122070312,210.5164
2020-03-02,196.44000244140625,210.92633
2020-02-03,204.19000244140625,207.76834
2020-02-04,209.8300018310547,208.01059
2020-02-05,210.11000061035156,208.11195
2020-02-06,210.85000610351562,208.15944
2020-02-07,212.3300018310547,208.19083
2020-02-10,213.05999755859375,208.29019
2020-02-11,207.19000244140625,208.33182
2020-02-12,210.75999450683594,208.37764
2020-02-13,213.13999938964844,208.42726
2020-02-14,214.17999267578125,208.48056
2020-02-18,217.8000030517578,208.72507
2020-02-19,217.49000549316406,208.79298
2020-02-20,214.5800018310547,208.86493
2020-02-21,210.17999267578125,208.9411
2020-02-24,200.72000122070312,209.19754
2020-02-25,196.77000427246094,209.29361
2020-02-26,197.1999969482422,209.39545
2020-02-27,189.75,209.50351
2020-02-28,192.47000122070312,209.61841
2020-03-02,196.44000244140625,210.01292
2020-03-03,185.88999938964844,210.16345
2020-02-04,209.8300018310547,202.62543
2020-02-05,210.11000061035156,202.9644
2020-02-06,210.85000610351562,203.11748
2020-02-07,212.3300018310547,203.18951
2020-02-10,213.05999755859375,203.2739
2020-02-11,207.19000244140625,203.29439
2020-02-12,210.75999450683594,203.3163
2020-02-13,213.13999938964844,203.34036
2020-02-14,214.17999267578125,203.36693
2020-02-18,217.8000030517578,203.505
2020-02-19,217.49000549316406,203.54837
2020-02-20,214.5800018310547,203.59679
2020-02-21,210.17999267578125,203.65149
2020-02-24,200.72000122070312,203.85812
2020-02-25,196.77000427246094,203.94276
2020-02-26,197.1999969482422,204.03543
2020-02-27,189.75,204.13649
2020-02-28,192.47000122070312,204.24702
2020-03-02,196.44000244140625,204.64758
2020-03-03,185.88999938964844,204.80873
2020-03-04,191.75999450683594,204.98541
2020-02-10,213.05999755859375,199.4677
2020-02-11,207.19000244140625,199.61363
