Date,Close,Predicted_close
2020-01-06,212.60000610351562,193.23889
2020-01-07,213.05999755859375,193.26865
2020-01-08,215.22000122070312,193.29678
2020-01-09,218.3000030517578,193.3198
2020-01-10,218.05999755859375,193.33803
2020-01-13,221.91000366210938,193.3738
2020-01-14,219.05999755859375,193.38187
2020-01-15,221.14999389648438,193.3888
2020-01-16,221.77000427246094,193.39487
2020-01-17,222.13999938964844,193.4003
2020-01-21,221.44000244140625,193.41765
2020-01-22,221.32000732421875,193.42122
2020-01-23,219.75999450683594,193.4245
2020-01-24,217.94000244140625,193.42755
2020-01-27,214.8699951171875,193.43527
2020-01-28,217.7899932861328,193.4374
2020-01-29,223.22999572753906,193.43932
2020-01-30,209.52999877929688,193.44101
2020-01-31,201.91000366210938,193.44252
2020-02-03,204.19000244140625,193.4458
2020-01-06,212.60000610351562,193.45117
2020-01-07,213.05999755859375,193.4638
2020-01-08,215.22000122070312,193.49411
2020-01-09,218.3000030517578,193.52275
2020-01-10,218.05999755859375,193.54616
2020-01-13,221.91000366210938,193.59123
2020-01-14,219.05999755859375,193.60095
2020-01-15,221.14999389648438,193.60912
2020-01-16,221.77000427246094,193.61612
2020-01-17,222.13999938964844,193.62227
2020-01-21,221.44000244140625,193.64137
2020-01-22,221.32000732421875,193.64522
2020-01-23,219.75999450683594,193.64879
2020-01-24,217.94000244140625,193.6521
2020-01-27,214.8699951171875,193.6605
2020-01-28,217.7899932861328,193.66286
2020-01-29,223.22999572753906,193.66498
2020-01-30,209.52999877929688,193.66689
2020-01-31,201.91000366210938,193.66858
2020-02-03,204.19000244140625,193.6724
2020-02-04,209.8300018310547,193.67326
2020-01-07,213.05999755859375,193.63719
2020-01-08,215.22000122070312,193.64977
2020-01-09,218.3000030517578,193.68062
2020-01-10,218.05999755859375,193.70984
2020-01-13,221.91000366210938,193.76767
2020-01-14,219.05999755859375,193.77972
2020-01-15,221.14999389648438,193.78963
2020-01-16,221.77000427246094,193.79794
2020-01-17,222.13999938964844,193.80507
2020-01-21,221.44000244140625,193.82646
2020-01-22,221.32000732421875,193.83069
2020-01-23,219.75999450683594,193.83458
2020-01-24,217.94000244140625,193.83818
2020-01-27,214.8699951171875,193.84741
2020-01-28,217.7899932861328,193.85
2020-01-29,223.22999572753906,193.85236
2020-01-30,209.52999877929688,193.85448
2020-01-31,201.91000366210938,193.85638
2020-02-03,204.19000244140625,193.86076
2020-02-04,209.8300018310547,193.86182
2020-02-05,210.11000061035156,193.86266
2020-01-13,221.91000366210938,194.32784
2020-01-14,219.05999755859375,194.36293
2020-01-15,221.14999389648438,194.39668
2020-01-16,221.77000427246094,194.42433
2020-01-17,222.13999938964844,194.44617
2020-01-21,221.44000244140625,194.49779
2020-01-22,221.32000732421875,194.50577
2020-01-23,219.75999450683594,194.51273
2020-01-24,217.94000244140625,194.5189
2020-01-27,214.8699951171875,194.53406
2020-01-28,217.7899932861328,194.53825
2020-01-29,223.22999572753906,194.54211
2020-01-30,209.52999877929688,194.54567
2020-01-31,201.91000366210938,194.5489
2020-02-03,204.19000244140625,194.55685
2020-02-04,209.8300018310547,194.55894
2020-02-05,210.11000061035156,194.56076
2020-02-06,210.85000610351562,194.56232
2020-02-07,212.3300018310547,194.5636
2020-02-10,213.05999755859375,194.56598
2020-01-13,221.91000366210938,194.48375
2020-01-14,219.05999755859375,194.49548
2020-01-15,221.14999389648438,194.5317
2020-01-16,221.77000427246094,194.56653
2020-01-17,222.13999938964844,194.595
2020-01-21,221.44000244140625,194.6607
2020-01-22,221.32000732421875,194.67026
2020-01-23,219.75999450683594,194.67842
2020-01-24,217.94000244140625,194.68547
2020-01-27,214.8699951171875,194.70244
2020-01-28,217.7899932861328,194.70708
2020-01-29,223.22999572753906,194.71132
2020-01-30,209.52999877929688,194.71521
2020-01-31,201.91000366210938,194.71875
2020-02-03,204.19000244140625,194.72755
2020-02-04,209.8300018310547,194.7299
2020-02-05,210.11000061035156,194.73196
2020-02-06,210.85000610351562,194.73372
2020-02-07,212.3300018310547,194.73523
2020-02-10,213.05999755859375,194.73813
2020-02-11,207.19000244140625,194.73859
2020-01-14,219.05999755859375,194.64749
2020-01-15,221.14999389648438,194.65895
2020-01-16,221.77000427246094,194.69597
2020-01-17,222.13999938964844,194.73164
2020-01-21,221.44000244140625,194.81631
2020-01-22,221.32000732421875,194.82803
2020-01-23,219.75999450683594,194.83778
2020-01-24,217.94000244140625,194.84608
2020-01-27,214.8699951171875,194.86531
2020-01-28,217.7899932861328,194.87042
2020-01-29,223.22999572753906,194.8751
2020-01-30,209.52999877929688,194.87938
2020-01-31,201.91000366210938,194.88329
2020-02-03,204.19000244140625,194.89302
2020-02-04,209.8300018310547,194.89563
2020-02-05,210.11000061035156,194.89793
2020-02-06,210.85000610351562,194.89995
2020-02-07,212.3300018310547,194.90169
2020-02-10,213.05999755859375,194.90518
2020-02-11,207.19000244140625,194.90579
2020-02-12,210.75999450683594,194.90616
2020-01-21,221.44000244140625,196.0367
2020-01-22,221.32000732421875,196.07486
2020-01-23,219.75999450683594,196.11261
2020-01-24,217.94000244140625,196.1437
2020-01-27,214.8699951171875,196.20303
2020-01-28,217.7899932861328,196.21552
2020-01-29,223.22999572753906,196.22585
2020-01-30,209.52999877929688,196.23454
2020-01-31,201.91000366210938,196.24207
2020-02-03,204.19000244140625,196.25961
2020-02-04,209.8300018310547,196.2643
2020-02-05,210.11000061035156,196.26852
2020-02-06,210.85000610351562,196.27232
2020-02-07,212.3300018310547,196.27576
2020-02-10,213.05999755859375,196.2838
2020-02-11,207.19000244140625,196.28578
2020-02-12,210.75999450683594,196.28743
2020-02-13,213.13999938964844,196.28876
2020-02-14,214.17999267578125,196.28976
2020-02-18,217.8000030517578,196.2907
2020-01-21,221.44000244140625,196.2843
2020-01-22,221.32000732421875,196.2923
2020-01-23,219.75999450683594,196.33096
2020-01-24,217.94000244140625,196.36917
2020-01-27,214.8699951171875,196.44489
2020-01-28,217.7899932861328,196.46037
2020-01-29,223.22999572753906,196.47293
2020-01-30,209.52999877929688,196.4833
2020-01-31,201.91000366210938,196.49203
2020-02-03,204.19000244140625,196.51189
2020-02-04,209.8300018310547,196.51707
2020-02-05,210.11000061035156,196.52174
2020-02-06,210.85000610351562,196.52592
2020-02-07,212.3300018310547,196.52966
2020-02-10,213.05999755859375,196.53865
2020-02-11,207.19000244140625,196.54094
2020-02-12,210.75999450683594,196.54286
2020-02-13,213.13999938964844,196.54443
2020-02-14,214.17999267578125,196.54568
2020-02-18,217.8000030517578,196.54752
2020-02-19,217.49000549316406,196.5472
2020-01-27,214.8699951171875,197.82639
2020-01-28,217.7899932861328,197.86401
2020-01-29,223.22999572753906,197.9016
2020-01-30,209.52999877929688,197.93266
2020-01-31,201.91000366210938,197.95726
2020-02-03,204.19000244140625,198.0046
2020-02-04,209.8300018310547,198.01488
2020-02-05,210.11000061035156,198.02353
2020-02-06,210.85000610351562,198.03093
2020-02-07,212.3300018310547,198.03735
2020-02-10,213.05999755859375,198.05249
2020-02-11,207.19000244140625,198.05649
2020-02-12,210.75999450683594,198.06003
2020-02-13,213.13999938964844,198.06319
2020-02-14,214.17999267578125,198.06592
2020-02-18,217.8000030517578,198.07333
2020-02-19,217.49000549316406,198.07431
2020-02-20,214.5800018310547,198.07497
2020-02-21,210.17999267578125,198.07529
2020-02-24,200.72000122070312,198.07445
2020-01-28,217.7899932861328,198.48364
